"11";"02J";"MONT-MONT-H-01-ARRIC4";"LA JULIA BUENAVISTA 1-02";"MTR";"MONTERIA";"CÓRDOBA";"23001000";"39994";"BIDIRECCIONAL";"2. NORTE";"146";"27";"54";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AM";"2.1.6.5 MONTERIA 1";"2104";"SC";"SICTE LTDA";"BID";"ACT"
"12";"03J";"MONT-MONT-H-01-ARRIC4";"LA JULIA BUENAVISTA 1-03";"MTR";"MONTERIA";"CÓRDOBA";"23001000";"39994";"BIDIRECCIONAL";"2. NORTE";"98";"40";"84";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AM";"2.1.6.5 MONTERIA 1";"2104";"SC";"SICTE LTDA";"BID";"ACT"
"13";"04J";"MONT-MONT-H-01-ARRIC4";"LA JULIA BUENAVISTA 1-04";"MTR";"MONTERIA";"CÓRDOBA";"23001000";"39994";"BIDIRECCIONAL";"2. NORTE";"79";"25";"53";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AM";"2.1.6.5 MONTERIA 1";"2104";"SC";"SICTE LTDA";"BID";"ACT"
"14";"05J";"MONT-MONT-H-01-ARRIC4";"LA JULIA BUENAVISTA 2-05";"MTR";"MONTERIA";"CÓRDOBA";"23001000";"39964";"BIDIRECCIONAL";"2. NORTE";"183";"83";"174";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AM";"2.1.6.5 MONTERIA 1";"2104";"SC";"SICTE LTDA";"BID";"ACT"
"15";"60";"BOGO-CENT-C-01-CS100G";"USATAMA";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"38837";"BIDIRECCIONAL";"1. CENTRO";"660";"399";"1006";"BID";"1";"1.6 BOGOTÁ CENTRAL";"161";"1.6.1 PUENTE ARANDA";"19B";"1.6.1.2 GALAN";"1043";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"16";"61";"BOGO-DATA-H-01-ARRIE6";"CARLOS LLERAS";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"38960";"BIDIRECCIONAL";"1. CENTRO";"163";"97";"242";"BID";"1";"1.6 BOGOTÁ CENTRAL";"163";"1.6.3 CHAPINERO";"10B";"1.6.3.1 BARRIOS UNIDOS";"1017";"DC ";"DICO TELECOMUNICACIONES S.A.";"BID";"ACT"
"17";"62";"BOGO-DATA-H-04-ARRIC4";"FONTIBON";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39026";"BIDIRECCIONAL";"1. CENTRO";"1171";"349";"733";"BID";"1";"1.1 BOGOTÁ OCCIDENTE";"113";"1.1.3 MODELIA";"20X";"1.1.3.2 FONTIBON";"1030";"DC ";"DICO TELECOMUNICACIONES S.A.";"BID";"ACT"
"18";"63";"BOGO-CENT-C-02-ARRIC4";"SAN ANDRESITO";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39011";"BIDIRECCIONAL";"1. CENTRO";"542";"79";"165";"BID";"1";"1.6 BOGOTÁ CENTRAL";"161";"1.6.1 PUENTE ARANDA";"18B";"1.6.1.1 CENTRO";"1004";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"19";"64";"BOGO-CENT-C-02-ARRIC4";"PALOQUEMAO";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39046";"BIDIRECCIONAL";"1. CENTRO";"1091";"260";"534";"BID";"1";"1.6 BOGOTÁ CENTRAL";"161";"1.6.1 PUENTE ARANDA";"19B";"1.6.1.2 GALAN";"1039";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"20";"65";"BOGO-DATA-H-13-ARRIE6";"SAN FELIPE";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39000";"BIDIRECCIONAL";"1. CENTRO";"2202";"740";"1583";"BID";"1";"1.2 BOGOTÁ NORTE";"122";"1.2.2 CALLE 80";"04Q";"1.2.2.1 FLORESTA";"1612";"SC";"SICTE LTDA";"BID";"ACT"
"21";"66";"BOGO-DATA-H-01-ARRIE6";"CALLE 63";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39081";"BIDIRECCIONAL";"1. CENTRO";"291";"106";"231";"BID";"1";"1.6 BOGOTÁ CENTRAL";"163";"1.6.3 CHAPINERO";"16B";"1.6.3.2 JAVERIANA";"1579";"SC";"SICTE LTDA";"BID";"ACT"
"22";"67";"BOGO-TOBE-C-05-ARRIE6";"PANAMA";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39158";"BIDIRECCIONAL";"1. CENTRO";"991";"305";"667";"BID";"1";"1.2 BOGOTÁ NORTE";"121";"1.2.1 CEDRITOS";"121";"1.2.1.1 SAN CRISTOBAL NORTE";"1377";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"23";"68";"BOGO-CENT-C-02-ARRIC4";"PUENTE ARANDA";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39141";"BIDIRECCIONAL";"1. CENTRO";"1017";"265";"525";"BID";"1";"1.6 BOGOTÁ CENTRAL";"163";"1.6.3 CHAPINERO";"10B";"1.6.3.1 BARRIOS UNIDOS";"1050";"DC ";"DICO TELECOMUNICACIONES S.A.";"BID";"ACT"
"24";"69";"BOGO-DATA-H-07-ARRIC4";"SAN LUIS II";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39112";"BIDIRECCIONAL";"1. CENTRO";"872";"214";"472";"BID";"1";"1.6 BOGOTÁ CENTRAL";"163";"1.6.3 CHAPINERO";"16B";"1.6.3.2 JAVERIANA";"1581";"SC";"SICTE LTDA";"BID";"ACT"
"25";"06J";"MONT-MONT-H-01-ARRIC4";"LA JULIA BUENAVISTA 2-06";"MTR";"MONTERIA";"CÓRDOBA";"23001000";"39964";"BIDIRECCIONAL";"2. NORTE";"190";"56";"126";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AM";"2.1.6.5 MONTERIA 1";"2104";"SC";"SICTE LTDA";"BID";"ACT"
"26";"70";"BOGO-DATA-H-12-ARRIC4";"CAMINO DE ARRAYANES";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39217";"BIDIRECCIONAL";"1. CENTRO";"445";"179";"458";"BID";"1";"1.5 CENTRO ALTO VALOR";"151";"1.5.1 USAQUEN";"15R";"1.5.1.1 USAQUEN";"1367";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"27";"72";"BOGO-TOBE-C-03-ARRIC4";"PRADO PINZON";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39190";"BIDIRECCIONAL";"1. CENTRO";"1761";"713";"1730";"BID";"1";"1.2 BOGOTÁ NORTE";"122";"1.2.2 CALLE 80";"04Q";"1.2.2.1 FLORESTA";"1406";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"28";"73";"BOGO-TOBE-C-05-ARRIE6";"CALLE 160";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39233";"BIDIRECCIONAL";"1. CENTRO";"2875";"997";"2052";"BID";"1";"1.2 BOGOTÁ NORTE";"121";"1.2.1 CEDRITOS";"03R";"1.2.1.2 BELMIRA";"1420";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"29";"74";"BOGO-TOBE-C-05-ARRIE6";"SPRING";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39189";"BIDIRECCIONAL";"1. CENTRO";"451";"157";"337";"BID";"1";"1.2 BOGOTÁ NORTE";"122";"1.2.2 CALLE 80";"04Q";"1.2.2.1 FLORESTA";"1405";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"30";"77";"BOGO-TOBE-C-06-ARRIE6";"BARRANCAS II";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39158";"BIDIRECCIONAL";"1. CENTRO";"1554";"826";"1879";"BID";"1";"1.2 BOGOTÁ NORTE";"121";"1.2.1 CEDRITOS";"03R";"1.2.1.2 BELMIRA";"1404";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"31";"78";"BOGO-TOBE-C-02-ARRIC4";"SAN CRISTOBAL NORTE";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39158";"BIDIRECCIONAL";"1. CENTRO";"1288";"561";"1278";"BID";"1";"1.2 BOGOTÁ NORTE";"121";"1.2.1 CEDRITOS";"03R";"1.2.1.2 BELMIRA";"1366";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"32";"79";"BOGO-TOBE-C-01-ARRIC4";"SAN ANTONIO NORTE";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39162";"BIDIRECCIONAL";"1. CENTRO";"689";"276";"655";"BID";"1";"1.2 BOGOTÁ NORTE";"121";"1.2.1 CEDRITOS";"121";"1.2.1.1 SAN CRISTOBAL NORTE";"1376";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"33";"07J";"MONT-MONT-H-01-ARRIC4";"LA JULIA BUENAVISTA 2-07";"MTR";"MONTERIA";"CÓRDOBA";"23001000";"39964";"BIDIRECCIONAL";"2. NORTE";"156";"59";"127";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AM";"2.1.6.5 MONTERIA 1";"2104";"SC";"SICTE LTDA";"BID";"ACT"
"34";"80";"BOGO-TOBE-C-05-ARRIE6";"TORCOROMA";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"39233";"BIDIRECCIONAL";"1. CENTRO";"1892";"758";"1652";"BID";"1";"1.2 BOGOTÁ NORTE";"121";"1.2.1 CEDRITOS";"03R";"1.2.1.2 BELMIRA";"1407";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"35";"09J";"MONT-MONT-H-01-ARRIC4";"LA JULIA BUENAVISTA 3-09";"MTR";"MONTERIA";"CÓRDOBA";"23001000";"39997";"BIDIRECCIONAL";"2. NORTE";"276";"66";"144";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AM";"2.1.6.5 MONTERIA 1";"2104";"SC";"SICTE LTDA";"BID";"ACT"
"36";"0AL";"BARR-BOST-H-03-ARRIC4";"ALTOS DE RIO MAR 10";"BAR";"BARRANQUILLA";"ATLANTICO";"8001000";"39652";"BIDIRECCIONAL";"2. NORTE";"174";"89";"238";"BID";"2";"2.7 NORTE ALTO VALOR";"271";"2.7.1 NORTE ALTO VALOR";"27C";"2.7.1.1 COSTA";"2810";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"37";"0AO";"CUCU-CUCU-H-01-ARRIC4";"ACACIOS 10";"CUC";"CUCUTA";"NORTE DE SANTANDER";"54001000";"39666";"BIDIRECCIONAL";"2. NORTE";"204";"39";"87";"BID";"2";"2.4 SANTANDERES";"243";"2.4.3 CUCUTA";"244";"2.4.3.4 DISTRITO 4";"2189";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"38";"0BO";"MEDE-CABA-H-01-ARRIC4";"BARRIO OBRERO 10";"BEL";"BELLO";"ANTIOQUIA";"5088000";"39793";"BIDIRECCIONAL";"2. NORTE";"185";"57";"148";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"263";"2.6.3 MEDELLÍN ZONA NORTE";"07I";"2.6.3.7 DISTRITO I";"2225";"CI";"CI_NCO LTDA";"BID";"ACT"
"39";"0BR";"CUCU-CUCU-H-03-ARRIC4";"CABRERA 10";"CUC";"CUCUTA";"NORTE DE SANTANDER";"54001000";"39890";"BIDIRECCIONAL";"2. NORTE";"139";"14";"23";"BID";"2";"2.4 SANTANDERES";"243";"2.4.3 CUCUTA";"02V";"2.4.3.5 DISTRITO 5";"2595";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"40";"0BV";"CUCU-CUCU-H-01-ARRIC4";"BELLAVISTA 11";"PAT";"LOS PATIOS";"NORTE DE SANTANDER";"54405000";"39871";"BIDIRECCIONAL";"2. NORTE";"156";"83";"200";"BID";"2";"2.4 SANTANDERES";"243";"2.4.3 CUCUTA";"02V";"2.4.3.5 DISTRITO 5";"2195";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"41";"0BZ";"BOGO-VENE-H-09-ARRIC4";"BOSA BRITALIA 10";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"40760";"BIDIRECCIONAL";"1. CENTRO";"975";"246";"513";"BID";"1";"1.1 BOGOTÁ OCCIDENTE";"112";"1.1.2 KENNEDY";"15X";"1.1.2.1 NUEVO KENNEDY";"1999";"TC";"TELCOS INGENIERIA S.A.";"BID";"ACT"
"42";"0CB";"MEDE-CABA-H-01-ARRIC4";"CABA#ITAS 10";"BEL";"BELLO";"ANTIOQUIA";"5088000";"39801";"BIDIRECCIONAL";"2. NORTE";"245";"76";"206";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"263";"2.6.3 MEDELLÍN ZONA NORTE";"07I";"2.6.3.7 DISTRITO I";"2225";"CI";"CI_NCO LTDA";"BID";"ACT"
"43";"0CC";"BUCA-RICA-H-03-ARRIC4";"CONCORDIA XX";"BUC";"BUCARAMANGA";"SANTANDER";"68001000";"39875";"BIDIRECCIONAL";"2. NORTE";"126";"27";"59";"BID";"2";"2.4 SANTANDERES";"241";"2.4.1 BUCARAMANGA";"02F";"2.4.1.2 DISTRITO 2";"2421";"TC";"TELCOS INGENIERIA S.A.";"BID";"ACT"
"44";"0CO";"MEDE-CABA-H-01-ARRIC4";"CENTRO ORIENTAL 10";"MED";"MEDELLIN";"ANTIOQUIA";"5001000";"39741";"BIDIRECCIONAL";"2. NORTE";"1285";"269";"696";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"262";"2.6.2 MEDELLÍN ZONA CENTRO";"06C";"2.6.2.6 DISTRITO C";"2704";"IN";"INMEL INGENIERIA S.A.S";"BID";"ACT"
"45";"0CR";"SANT-STAM-C-01-ARRIC4";"CARIBE INN 10";"STM";"SANTA MARTA";"MAGDALENA";"47001000";"39777";"BIDIRECCIONAL";"2. NORTE";"179";"98";"237";"BID";"2";"2.1 COSTA";"214";"2.1.4 SANTAMARTA";"02E";"2.1.4.2 DISTRITO 2";"2452";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"46";"0CS";"CUCU-CUCU-H-01-ARRIC4";"CAOBOS 10";"CUC";"CUCUTA";"NORTE DE SANTANDER";"54001000";"39808";"BIDIRECCIONAL";"2. NORTE";"306";"37";"70";"BID";"2";"2.4 SANTANDERES";"243";"2.4.3 CUCUTA";"02T";"2.4.3.2 DISTRITO 2";"2182";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"47";"0CT";"MEDE-POBL-H-03-ARRIC4";"CENTRO TORRES 61";"MED";"MEDELLIN";"ANTIOQUIA";"5001000";"39782";"BIDIRECCIONAL";"2. NORTE";"196";"41";"110";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"262";"2.6.2 MEDELLÍN ZONA CENTRO";"06C";"2.6.2.6 DISTRITO C";"2362";"IN";"INMEL INGENIERIA S.A.S";"BID";"ACT"
"48";"0DB";"CALI-ORIEN-H-02-ARRIC4";"CIUDAD CORDOBA10";"CAL";"CALI";"VALLE DEL CAUCA";"76001000";"39868";"BIDIRECCIONAL";"3. OCCIDENTE";"1153";"285";"639";"BID";"3";"3.1 CALI";"312";"3.1.2 CALI ZONA SUR";"31Z";"3.1.2.1 DISTRITO 1";"3273";"TC";"TELCOS INGENIERIA S.A.";"BID";"ACT"
"49";"0DD";"BOGO-CENT-C-01-CS100G";"EDUARDO SANTOS 10";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"40451";"BIDIRECCIONAL";"1. CENTRO";"968";"317";"656";"BID";"1";"1.6 BOGOTÁ CENTRAL";"161";"1.6.1 PUENTE ARANDA";"18B";"1.6.1.1 CENTRO";"1288";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"50";"0EG";"BOGO-DATA-H-02-ARRIC4";"ENGATIVA URBANA 10";"BOG";"BOGOTA D.C.";"BOGOTA D. C.";"11001000";"40541";"BIDIRECCIONAL";"1. CENTRO";"657";"151";"334";"BID";"1";"1.6 BOGOTÁ CENTRAL";"164";"1.6.4 ENGATIVA";"12A";"1.6.4.1 AEROPUERTO";"1323";"DC ";"DICO TELECOMUNICACIONES S.A.";"BID";"ACT"
"51";"0ES";"MEDE-ESUR-H-01-ARRIC4";"ENVIGADO SUR 37";"ENV";"ENVIGADO";"ANTIOQUIA";"5266000";"NO HABILITADO";"BIDIRECCIONAL";"2. NORTE";"0";"0";"0";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"261";"2.6.1 MEDELLÍN ZONA SUR";"26E";"2.6.1.2 DISTRITO E";"2999";"CI";"CI_NCO LTDA";"BID";"NAC"
"52";"0GI";"CUCU-CUCU-H-03-ARRIC4";"GUAIMARAL 20";"CUC";"CUCUTA";"NORTE DE SANTANDER";"54001000";"39781";"BIDIRECCIONAL";"2. NORTE";"137";"40";"103";"BID";"2";"2.4 SANTANDERES";"243";"2.4.3 CUCUTA";"243";"2.4.3.1 DISTRITO 1";"2173";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"53";"0GR";"MEDE-CABA-H-06-ARRIE6";"GRAN ROBLEDO XX";"MED";"MEDELLIN";"ANTIOQUIA";"5001000";"39702";"BIDIRECCIONAL";"2. NORTE";"1180";"262";"694";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"263";"2.6.3 MEDELLÍN ZONA NORTE";"08J";"2.6.3.8 DISTRITO J";"2243";"CI";"CI_NCO LTDA";"BID";"ACT"
"54";"0IP";"NEIV-NEIV-H-03-ARRIC4";"IPANEMA 10";"NEI";"NEIVA";"HUILA";"41001000";"39809";"BIDIRECCIONAL";"3. OCCIDENTE";"82";"41";"102";"BID";"3";"3.2 SUROCCIDENTE";"321";"3.2.1 NEIVA-FLORENCIA";"02I";"3.2.1.2 DISTRITO 2";"3068";"DB";"DECIBELES S.A. ";"BID";"ACT"
"55";"0LC";"MEDE-CABA-H-01-ARRIC4";"CABA#AS 10";"BEL";"BELLO";"ANTIOQUIA";"5088000";"39801";"BIDIRECCIONAL";"2. NORTE";"159";"44";"120";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"263";"2.6.3 MEDELLÍN ZONA NORTE";"07I";"2.6.3.7 DISTRITO I";"2224";"CI";"CI_NCO LTDA";"BID";"ACT"
"56";"0LD";"CART-BOSQ-H-02-ARRIC4";"ALAMEDA 30";"CTG";"CARTAGENA";"BOLÍVAR";"13001000";"39751";"BIDIRECCIONAL";"2. NORTE";"204";"29";"73";"BID";"2";"2.1 COSTA";"213";"2.1.3 CARTAGENA";"21D";"2.1.3.3 DISTRITO 3";"2078";"SC";"SICTE LTDA";"BID";"ACT"
"57";"0LL";"CUCU-CUCU-H-01-ARRIC4";"LLANO 10";"CUC";"CUCUTA";"NORTE DE SANTANDER";"54001000";"39776";"BIDIRECCIONAL";"2. NORTE";"168";"22";"47";"BID";"2";"2.4 SANTANDERES";"243";"2.4.3 CUCUTA";"02V";"2.4.3.5 DISTRITO 5";"2598";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"58";"0LM";"MEDE-BELEN-H-01-CS100G";"LA MOTA X";"MED";"MEDELLIN";"ANTIOQUIA";"5001000";"39615";"BIDIRECCIONAL";"2. NORTE";"377";"116";"275";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"261";"2.6.1 MEDELLÍN ZONA SUR";"05O";"2.6.1.5 DISTRITO O";"2317";"CI";"CI_NCO LTDA";"BID";"ACT"
"59";"0LN";"BARR-BOST-H-05-CS100G";"ALTOS DE LIMON 20";"BAR";"BARRANQUILLA";"ATLANTICO";"8001000";"39650";"BIDIRECCIONAL";"2. NORTE";"34";"15";"42";"BID";"2";"2.7 NORTE ALTO VALOR";"271";"2.7.1 NORTE ALTO VALOR";"27C";"2.7.1.1 COSTA";"2810";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"60";"0LR";"CUCU-CUCU-H-02-ARRIC4";"LLERAS 10";"CUC";"CUCUTA";"NORTE DE SANTANDER";"54001000";"40028";"BIDIRECCIONAL";"2. NORTE";"134";"38";"93";"BID";"2";"2.4 SANTANDERES";"243";"2.4.3 CUCUTA";"02T";"2.4.3.2 DISTRITO 2";"2180";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"61";"0LS";"CUCU-CUCU-H-02-ARRIC4";"LLERAS 30";"CUC";"CUCUTA";"NORTE DE SANTANDER";"54001000";"40024";"BIDIRECCIONAL";"2. NORTE";"135";"31";"63";"BID";"2";"2.4 SANTANDERES";"243";"2.4.3 CUCUTA";"02T";"2.4.3.2 DISTRITO 2";"2180";"CS";"CICSA COLOMBIA S.A.";"BID";"ACT"
"62";"0LV";"SANT-STAM-C-01-ARRIC4";"LOS OLIVOS 20";"STM";"SANTA MARTA";"MAGDALENA";"47001000";"39752";"BIDIRECCIONAL";"2. NORTE";"157";"41";"75";"BID";"2";"2.1 COSTA";"214";"2.1.4 SANTAMARTA";"02E";"2.1.4.2 DISTRITO 2";"2123";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"63";"0MZ";"SANT-STAM-C-02-ARRIC4";"MANIZALES 10";"STM";"SANTA MARTA";"MAGDALENA";"47001000";"39809";"BIDIRECCIONAL";"2. NORTE";"131";"47";"101";"BID";"2";"2.1 COSTA";"214";"2.1.4 SANTAMARTA";"231";"2.1.4.1 DISTRITO 1";"2117";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
"64";"0NE";"SINC-SINC-H-01-ARRIC4";"VENECIA 10";"SIN";"SINCELEJO";"SUCRE";"70001000";"40281";"BIDIRECCIONAL";"2. NORTE";"113";"46";"112";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AN";"2.1.6.9 DISTRITO 9";"2672";"SC";"SICTE LTDA";"BID";"ACT"
"65";"0NG";"CART-BOSQ-H-02-ARRIC4";"MANGA 30";"CTG";"CARTAGENA";"BOLÍVAR";"13001000";"39657";"BIDIRECCIONAL";"2. NORTE";"120";"17";"47";"BID";"2";"2.7 NORTE ALTO VALOR";"271";"2.7.1 NORTE ALTO VALOR";"27C";"2.7.1.1 COSTA";"2811";"SC";"SICTE LTDA";"BID";"ACT"
"66";"0NT";"MEDE-POBL-H-03-ARRIC4";"CENTRO TORRES 10";"MED";"MEDELLIN";"ANTIOQUIA";"5001000";"39982";"BIDIRECCIONAL";"2. NORTE";"169";"26";"65";"BID";"2";"2.6 MEDELLIN-ANTIOQUIA";"262";"2.6.2 MEDELLÍN ZONA CENTRO";"06C";"2.6.2.6 DISTRITO C";"2394";"IN";"INMEL INGENIERIA S.A.S";"BID";"ACT"
"67";"0PO";"MONT-MONT-H-01-ARRIC4";"PASATIEMPO 3-0";"MTR";"MONTERIA";"CÓRDOBA";"23001000";"39963";"BIDIRECCIONAL";"2. NORTE";"138";"59";"116";"BID";"2";"2.1 COSTA";"216";"2.1.6 CORDOBA-SUCRE";"2AM";"2.1.6.5 MONTERIA 1";"2106";"SC";"SICTE LTDA";"BID";"ACT"
"68";"0RD";"SANT-STAM-C-02-ARRIC4";"RODADERO 10";"STM";"SANTA MARTA";"MAGDALENA";"47001000";"39721";"BIDIRECCIONAL";"2. NORTE";"185";"20";"42";"BID";"2";"2.1 COSTA";"214";"2.1.4 SANTAMARTA";"231";"2.1.4.1 DISTRITO 1";"2453";"CN";"CONECTAR TV LIMITADA";"BID";"ACT"
